territory,menu item,price,category,menu
Indonesia,Double Choco Sundae,0.82,Desserts,Regular
Indonesia,Chocolate Strawberry Sundae,0.82,Desserts,Regular
Indonesia,Chocolate Sundae,0.75,Desserts,Regular
Indonesia,Strawberry Sundae,0.75,Desserts,Regular
Indonesia,Blackcurrant Fizz,0.91,Beverages,Regular
Indonesia,Iced Coffee Matcha,1.45,Beverages,Regular
Indonesia,Iced Lychee Tea,1.26,Beverages,Regular
Indonesia,Iced Coffee,1.2,Beverages,Regular
Indonesia,Coca Cola®,0.6,Beverages,Regular
Indonesia,Coke McFloat®,0.94,Beverages,Regular
Indonesia,Fanta®,0.6,Beverages,Regular
Indonesia,Fanta McFloat®,0.94,Beverages,Regular
Indonesia,Sprite®,0.6,Beverages,Regular
Indonesia,Fruit Tea Lemon ,0.6,Beverages,Regular
Indonesia,Fruit Tea Blackcurrant 200ml.,0.6,Beverages,Regular
Indonesia,Tehbotol Sosro® Pack 250ml.,0.6,Beverages,Regular
Indonesia,Tehbotol Sosro® Tawar 350ML,0.6,Beverages,Regular
Indonesia,Milo ,0.82,Beverages,Regular
Indonesia,Premium Roast Coffee,0.75,Beverages,Regular
Indonesia,Hot Tea,0.75,Beverages,Regular
Indonesia,Mineral Water 600ml.,0.72,Beverages,Regular
Indonesia,2 Happy Meal® Ayam GRATIS Tambahan 1 Mainan,5.66,Happy Meals,Regular
Indonesia,2 Happy Meal® Beef Burger GRATIS Tambahan 1 Mainan,5.66,Happy Meals,Regular
Indonesia,Happy Meal® Beef Burger + Happy Meal® Ayam GRATIS Tambahan 1 Mainan,5.66,Happy Meals,Regular
Indonesia,Happy Meal® Chicken Burger,2.83,Happy Meals,Regular
Indonesia,Happy Meal® McNuggets® 4Pcs,2.83,Happy Meals,Regular
Indonesia,Happy Meal® Beef Burger,2.83,Happy Meals,Regular
Indonesia,Happy Meal® Chicken,2.83,Happy Meals,Regular
Indonesia,Paket Keluarga Seru tanpa Mainan,5.28,Family Package,Regular
Indonesia,Paket keluarga Seru Mainan 1 Krispy,6.92,Family Package,Regular
Indonesia,Paket Keluarga Seru Mainan 2,6.92,Family Package,Regular
Indonesia,PaMer 5,8.18,Family Package,Regular
Indonesia,PaMer 7,11.51,Family Package,Regular
Indonesia,Paket Hantaran McD,8.49,Family Package,Regular
Indonesia,Combo Cheese Croissant,3.05,McCafé Pastries,Regular
Indonesia,Combo Tuna Pastry,3.05,McCafé Pastries,Regular
Indonesia,Combo Chicken Curry Puff,3.05,McCafé Pastries,Regular
Indonesia,Butter Croissant + Regular Hot Cappuccino,2.45,McCafé Pastries,Regular
Indonesia,Lemon Cake,2.26,McCafé Pastries,Regular
Indonesia,Klepon Cake,2.26,McCafé Pastries,Regular
Indonesia,Choco Lover,2.26,McCafé Pastries,Regular
Indonesia,Choco Chip Muffin,1.64,McCafé Pastries,Regular
Indonesia,Banana Muffin,1.64,McCafé Pastries,Regular
Indonesia,Cheese Croissant,2.14,McCafé Pastries,Regular
Indonesia,Tuna Puff Pastry,2.14,McCafé Pastries,Regular
Indonesia,Chicken Curry Puff,2.14,McCafé Pastries,Regular
Indonesia,Cheese Stick,1.54,McCafé Pastries,Regular
Indonesia,Butter Croissant,1.54,McCafé Pastries,Regular
Indonesia,Himalayan Latte Frappe,2.74,McCafé Drinks,Regular
Indonesia,Himalayan Tea Frappe,2.61,McCafé Drinks,Regular
Indonesia,Iced Himalayan Latte,2.45,McCafé Drinks,Regular
Indonesia,Iced Himalayan Tea,2.33,McCafé Drinks,Regular
Indonesia,Mango Frappe,1.89,McCafé Drinks,Regular
Indonesia,Matcha Frappe,2.52,McCafé Drinks,Regular
Indonesia,Iced Matcha Latte,2.2,McCafé Drinks,Regular
Indonesia,Iced Café Matcha Fushion,2.33,McCafé Drinks,Regular
Indonesia,Hot Matcha Latte,1.82,McCafé Drinks,Regular
Indonesia,Iced Choco Frappe,2.2,McCafé Drinks,Regular
Indonesia,Iced Latte Frappe,2.14,McCafé Drinks,Regular
Indonesia,Iced Hazelnut Frappe,2.7,McCafé Drinks,Regular
Indonesia,Iced Chocolate,2.01,McCafé Drinks,Regular
Indonesia,Iced Coffee,1.76,McCafé Drinks,Regular
Indonesia,Iced Mocha Frappe,2.2,McCafé Drinks,Regular
Indonesia,Iced Vanilla Latte,2.2,McCafé Drinks,Regular
Indonesia,Iced Caramel Latte,2.2,McCafé Drinks,Regular
Indonesia,Iced Hazelnut Latte,2.2,McCafé Drinks,Regular
Indonesia,Hot Hazelnut Latte,1.82,McCafé Drinks,Regular
Indonesia,Hot Vanilla Latte,1.82,McCafé Drinks,Regular
Indonesia,Hot Caramel Latte,1.82,McCafé Drinks,Regular
Indonesia,Hot Chocolate,1.7,McCafé Drinks,Regular
Indonesia,Hot Mocha,1.73,McCafé Drinks,Regular
Indonesia,Hot Java Jasmine Tasseo Tea,1.42,McCafé Drinks,Regular
Indonesia,Hot Lemon Grass Tasseo Tea,1.42,McCafé Drinks,Regular
Indonesia,Hot Pure Green Tasseo Tea,1.42,McCafé Drinks,Regular
Indonesia,Hot Cappucino,1.57,McCafé Drinks,Regular
Indonesia,Iced Cappucino,1.89,McCafé Drinks,Regular
Indonesia,Hot Café Latte,1.57,McCafé Drinks,Regular
Indonesia,Iced Café Latte,1.89,McCafé Drinks,Regular
Indonesia,Hot Long Black,1.57,McCafé Drinks,Regular
Indonesia,Hot Flat White,1.57,McCafé Drinks,Regular
Indonesia,PaMer 7 Ayam McD Thai Sweet Chili,12.04,Breakfast & Value Meals,Breakfast
Indonesia,PaMer 5 Ayam McD Thai Sweet Chili,9.53,Breakfast & Value Meals,Breakfast
Indonesia,PaNas Special Thai Sweet Chili,3.11,Breakfast & Value Meals,Breakfast
Indonesia,PaNas 1 Thai Sweet Chili,2.64,Breakfast & Value Meals,Breakfast
Indonesia,PaNas 2 Rice Thai Sweet Chili,3.62,Breakfast & Value Meals,Breakfast
Indonesia,PaNas 2 Fries Thai Sweet Chili,3.87,Breakfast & Value Meals,Breakfast
Indonesia,Paket Korean Soy Garlic Wings,1.98,Breakfast & Value Meals,Breakfast
Indonesia,Korean Soy Garlic Wings,2.17,Breakfast & Value Meals,Breakfast
Indonesia,Sausage Wrap,1.67,Breakfast & Value Meals,Breakfast
Indonesia,Egg & Cheese Muffin,1.2,Breakfast & Value Meals,Breakfast
Indonesia,Chicken Muffin,1.73,Breakfast & Value Meals,Breakfast
Indonesia,Chicken McMuffin® with Egg,2.01,Breakfast & Value Meals,Breakfast
Indonesia,Egg McMuffin®,1.76,Breakfast & Value Meals,Breakfast
Indonesia,Paket Big Order,36.95,Breakfast & Value Meals,Breakfast
Indonesia,Sausage McMuffin®,1.86,Breakfast & Value Meals,Breakfast
Indonesia,Sausage McMuffin® with Egg,2.08,Breakfast & Value Meals,Breakfast
Indonesia,Big Breakfast,2.48,Breakfast & Value Meals,Breakfast
Indonesia,Hotcakes 2pcs,1.67,Breakfast & Value Meals,Breakfast
Indonesia,Hotcakes 3pcs,1.98,Breakfast & Value Meals,Breakfast
Indonesia,PaMer 7,11.51,Breakfast & Value Meals,Breakfast
Indonesia,PaMer 5,8.18,Breakfast & Value Meals,Breakfast
Indonesia,PaNas Spesial,2.92,Breakfast & Value Meals,Breakfast
Indonesia,PaNas 1,2.42,Breakfast & Value Meals,Breakfast
Indonesia,PaNas 2 with Rice,3.14,Breakfast & Value Meals,Breakfast
Indonesia,Nasi Uduk McD,1.48,Breakfast & Value Meals,Breakfast
Indonesia,Nasi Uduk McD with Coffee,1.89,Breakfast & Value Meals,Breakfast
Indonesia,Double Choco Pie,1.07,Sides,Breakfast
Indonesia,Apple Pie,0.79,Sides,Breakfast
Indonesia,Breakfast Wrap,1.2,Sides,Breakfast
Indonesia,Hash Brown,0.85,Sides,Breakfast
Indonesia,Sweet Corn,0.82,Sides,Breakfast
Indonesia,Bubur Ayam McD,0.94,Sides,Breakfast
Indonesia,Rice,0.63,Sides,Breakfast
Indonesia,Tiramisu McFlurry with Cookie Crumbs,1.13,Desserts,Breakfast
Indonesia,Tiramisu McFlurry with Lotus Biscoff,1.13,Desserts,Breakfast
Indonesia,McFlurry Es Kopyor Kelapa,1.1,Desserts,Breakfast
Indonesia,McFlurry Es Kopyor Jelly,1.1,Desserts,Breakfast
Indonesia,Matcha McFlurry® With Oreo,1.13,Desserts,Breakfast
Indonesia,Double Choco Pie,1.07,Desserts,Breakfast
Indonesia,Double Choco Pie Ala Mode Chocolate,1.48,Desserts,Breakfast
Indonesia,Double Choco Pie Ala Mode Strawberry,1.48,Desserts,Breakfast
Indonesia,McFlurry®  featuring Oreo,0.88,Desserts,Breakfast
Indonesia,Choco McFlurry®,0.88,Desserts,Breakfast
Indonesia,Double Choco Sundae,0.82,Desserts,Breakfast
Indonesia,Chocolate Strawberry Sundae,0.82,Desserts,Breakfast
Indonesia,Chocolate Sundae,0.75,Desserts,Breakfast
Indonesia,Strawberry Sundae,0.75,Desserts,Breakfast
Indonesia,Blackcurrant Fizz,0.91,Beverages,Breakfast
Indonesia,Iced Coffee Matcha,1.45,Beverages,Breakfast
Indonesia,Iced Lychee Tea,1.26,Beverages,Breakfast
Indonesia,Iced Coffee,1.2,Beverages,Breakfast
Indonesia,Coca Cola®,0.6,Beverages,Breakfast
Indonesia,Coke McFloat®,0.94,Beverages,Breakfast
Indonesia,Fanta®,0.6,Beverages,Breakfast
Indonesia,Fanta McFloat®,0.94,Beverages,Breakfast
Indonesia,Sprite®,0.6,Beverages,Breakfast
Indonesia,Fruit Tea Lemon ,0.6,Beverages,Breakfast
Indonesia,Fruit Tea Blackcurrant 200ml.,0.6,Beverages,Breakfast
Indonesia,Tehbotol Sosro® Pack 250ml.,0.6,Beverages,Breakfast
Indonesia,Tehbotol Sosro® Tawar 350ML,0.6,Beverages,Breakfast
Indonesia,Milo ,0.82,Beverages,Breakfast
Indonesia,Premium Roast Coffee,0.75,Beverages,Breakfast
Indonesia,Hot Tea,0.75,Beverages,Breakfast
Indonesia,Mineral Water 600ml.,0.72,Beverages,Breakfast
Indonesia,Happy Meal® Egg & Cheese Muffin,2.83,Happy Meals,Breakfast
Indonesia,2 Happy Meal® Ayam GRATIS Tambahan 1 Mainan,5.66,Happy Meals,Breakfast
Indonesia,Happy Meal® Chicken,2.83,Happy Meals,Breakfast
Indonesia,Paket Keluarga Seru tanpa Mainan,5.28,Family Package,Breakfast
Indonesia,"Paket Keluarga  Seru Breakfast Happy Meal Egg & Cheese Muffin dan Mainan, Krispy",6.92,Family Package,Breakfast
Indonesia,PaMer 5,8.18,Family Package,Breakfast
Indonesia,PaMer 7,11.51,Family Package,Breakfast
Indonesia,Paket Hantaran McD,8.49,Family Package,Breakfast
Indonesia,Combo Cheese Croissant,3.05,McCafé Pastries,Breakfast
Indonesia,Combo Tuna Pastry,3.05,McCafé Pastries,Breakfast
Indonesia,Combo Chicken Curry Puff,3.05,McCafé Pastries,Breakfast
Indonesia,Butter Croissant + Regular Hot Cappuccino,2.45,McCafé Pastries,Breakfast
Indonesia,Lemon Cake,2.26,McCafé Pastries,Breakfast
Indonesia,Klepon Cake,2.26,McCafé Pastries,Breakfast
Indonesia,Choco Lover,2.26,McCafé Pastries,Breakfast
Indonesia,Choco Chip Muffin,1.64,McCafé Pastries,Breakfast
Indonesia,Banana Muffin,1.64,McCafé Pastries,Breakfast
Indonesia,Cheese Croissant,2.14,McCafé Pastries,Breakfast
Indonesia,Tuna Puff Pastry,2.14,McCafé Pastries,Breakfast
Indonesia,Chicken Curry Puff,2.14,McCafé Pastries,Breakfast
Indonesia,Cheese Stick,1.54,McCafé Pastries,Breakfast
Indonesia,Butter Croissant,1.54,McCafé Pastries,Breakfast
Indonesia,Himalayan Latte Frappe,2.74,McCafé Drinks,Breakfast
Indonesia,Himalayan Tea Frappe,2.61,McCafé Drinks,Breakfast
Indonesia,Iced Himalayan Latte,2.45,McCafé Drinks,Breakfast
Indonesia,Iced Himalayan Tea,2.33,McCafé Drinks,Breakfast
Indonesia,Mango Frappe,1.89,McCafé Drinks,Breakfast
Indonesia,Matcha Frappe,2.52,McCafé Drinks,Breakfast
Indonesia,Iced Matcha Latte,2.2,McCafé Drinks,Breakfast
Indonesia,Iced Café Matcha Fushion,2.33,McCafé Drinks,Breakfast
Indonesia,Hot Matcha Latte,1.82,McCafé Drinks,Breakfast
Indonesia,Iced Choco Frappe,2.2,McCafé Drinks,Breakfast
Indonesia,Iced Latte Frappe,2.14,McCafé Drinks,Breakfast
Indonesia,Iced Hazelnut Frappe,2.7,McCafé Drinks,Breakfast
Indonesia,Iced Chocolate,2.01,McCafé Drinks,Breakfast
Indonesia,Iced Coffee,1.76,McCafé Drinks,Breakfast
Indonesia,Iced Mocha Frappe,2.2,McCafé Drinks,Breakfast
Indonesia,Iced Vanilla Latte,2.2,McCafé Drinks,Breakfast
Indonesia,Iced Caramel Latte,2.2,McCafé Drinks,Breakfast
Indonesia,Iced Hazelnut Latte,2.2,McCafé Drinks,Breakfast
Indonesia,Hot Hazelnut Latte,1.82,McCafé Drinks,Breakfast
Indonesia,Hot Vanilla Latte,1.82,McCafé Drinks,Breakfast
Indonesia,Hot Caramel Latte,1.82,McCafé Drinks,Breakfast
Indonesia,Hot Chocolate,1.7,McCafé Drinks,Breakfast
Indonesia,Hot Mocha,1.73,McCafé Drinks,Breakfast
Indonesia,Hot Java Jasmine Tasseo Tea,1.42,McCafé Drinks,Breakfast
Indonesia,Hot Lemon Grass Tasseo Tea,1.42,McCafé Drinks,Breakfast
Indonesia,Hot Pure Green Tasseo Tea,1.42,McCafé Drinks,Breakfast
Indonesia,Hot Cappucino,1.57,McCafé Drinks,Breakfast
Indonesia,Iced Cappucino,1.89,McCafé Drinks,Breakfast
Indonesia,Hot Café Latte,1.57,McCafé Drinks,Breakfast
Indonesia,Iced Café Latte,1.89,McCafé Drinks,Breakfast
Indonesia,Hot Long Black,1.57,McCafé Drinks,Breakfast
Indonesia,Hot Flat White,1.57,McCafé Drinks,Breakfast
Thailand,Buy 1 Get 1 McNuggets & French Fries,5.24,New Promotions,NA
Thailand,Im Kum Filet-O-Fish (Fish) Set,4.38,New Promotions,NA
Thailand,Pepper Chicken Burger Set & McNugget,2.73,New Promotions,NA
Thailand,Pepper Chicken Burger Set & Corn Pie,2.73,New Promotions,NA
Thailand,Im Kum McChicken (Chicken) Set,4.38,New Promotions,NA
Thailand,Samurai & Filet Set,7.96,New Promotions,NA
Thailand,99 Cheeseburger Set,2.73,New Promotions,NA
Thailand,Spicy McNuggets 6 pcs A-la-carte,2.18,New Promotions,NA
Thailand,Spicy McNuggets 6 pcs Set,4.13,New Promotions,NA
Thailand,Spicy McNuggets 10 pcs A-la-carte,3.55,New Promotions,NA
Thailand,Spicy McNuggets 10 pcs Set,5.4,New Promotions,NA
Thailand,McNuggets Combo Set 12 pcs,5.1,New Promotions,NA
Thailand,McFlurry made with KITKAT,1.63,New Promotions,NA
Thailand,Samurai Burger Cool Value Set (L),5.48,New Promotions,NA
Thailand,McFish Cool Value Set (L),5.48,New Promotions,NA
Thailand,McChicken Cool Value Set (L),5.48,New Promotions,NA
Thailand,Cheese Burger Cool Value Set (L),5.48,New Promotions,NA
Thailand,Chocolate Pie made with KITKAT,1.24,New Promotions,NA
Thailand,McFried Chicken Max Family Set,11.55,New Promotions,NA
Thailand,Truffle Beef Burger A-la-carte,4.82,New Promotions,NA
Thailand,Truffle Beef Burger Set,6.61,New Promotions,NA
Thailand,Truffle Pork Burger A-la-carte,4.82,New Promotions,NA
Thailand,Truffle Pork Burger Set,6.61,New Promotions,NA
Thailand,New Sharing Box Set,3.28,New Promotions,NA
Thailand,Shrimp Cocktail Burger A-la-carte,3.28,New Promotions,NA
Thailand,Shrimp Cocktail Burger Set,5.07,New Promotions,NA
Thailand,Shrimp FOF combo set,8.79,New Promotions,NA
Thailand,Shrimp Cocktail Burger Single Set,4.66,New Promotions,NA
Thailand,Shrimp Cocktail Burger set free Filet O Fish,6.78,New Promotions,NA
Thailand,Shrimp Cocktail Combo Set,8.79,New Promotions,NA
Thailand,Im Kum Samurai Burger (Pork) Set,4.38,Exclusive Only McDelivery,NA
Thailand,Buy 1 Get 1 McNuggets & French Fries,5.24,Exclusive Only McDelivery,NA
Thailand,Im Kum Filet-O-Fish (Fish) Set,4.38,Exclusive Only McDelivery,NA
Thailand,Pepper Chicken Burger Set & McNugget,2.73,Exclusive Only McDelivery,NA
Thailand,Pepper Chicken Burger Set & Corn Pie,2.73,Exclusive Only McDelivery,NA
Thailand,Im Kum McChicken (Chicken) Set,4.38,Exclusive Only McDelivery,NA
Thailand,Samurai & Filet Set,7.96,Exclusive Only McDelivery,NA
Thailand,99 Cheeseburger Set,2.73,Exclusive Only McDelivery,NA
Thailand,Spicy McNuggets 6 pcs A-la-carte,2.18,Exclusive Only McDelivery,NA
Thailand,Spicy McNuggets 6 pcs Set,4.13,Exclusive Only McDelivery,NA
Thailand,Spicy McNuggets 10 pcs A-la-carte,3.55,Exclusive Only McDelivery,NA
Thailand,Spicy McNuggets 10 pcs Set,5.4,Exclusive Only McDelivery,NA
Thailand,McNuggets Combo Set 12 pcs,5.1,Exclusive Only McDelivery,NA
Thailand,Shrimp Cocktail Burger Single Set,4.66,Exclusive Only McDelivery,NA
Thailand,Shrimp Cocktail Burger set free Filet O Fish,6.78,Exclusive Only McDelivery,NA
Thailand,Shrimp Cocktail Combo Set,8.79,Exclusive Only McDelivery,NA
Thailand,Fries Party Combo,4.11,Exclusive Only McDelivery,NA
Thailand,Cheesy Chicken,1.79,Exclusive Only McDelivery,NA
Thailand,3 pcs. McPatongko with Condensed Milk Dip,1.24,Breakfast,NA
Thailand,5 pcs. McPatongko Set,1.9,Breakfast,NA
Thailand,Condensed Milk Dip,0.33,Breakfast,NA
Thailand,Hot Americano 8 oz.,1.79,Breakfast,NA
Thailand,Hot Latte 8 oz.,1.79,Breakfast,NA
Thailand,Quarter Pounder with Cheese A-la-carte,4.27,Burgers,NA
Thailand,Quarter Pounder with Cheese Set,6.34,Burgers,NA
Thailand,Double Quarter Pounder with Cheese A-la-carte,5.92,Burgers,NA
Thailand,Double Quarter Pounder with Cheese Set,7.99,Burgers,NA
Thailand,Quarter Pounder with Cheese Bacon A-la-carte,4.82,Burgers,NA
Thailand,Quarter Pounder with Cheese Bacon Set,6.89,Burgers,NA
Thailand,Truffle Beef Burger A-la-carte,4.82,Burgers,NA
Thailand,Truffle Beef Burger Set,6.61,Burgers,NA
Thailand,Truffle Pork Burger A-la-carte,4.82,Burgers,NA
Thailand,Truffle Pork Burger Set,6.61,Burgers,NA
Thailand,Shrimp Cocktail Burger A-la-carte,3.28,Burgers,NA
Thailand,Shrimp Cocktail Burger Set,5.07,Burgers,NA
Thailand,Shrimp FOF combo set,8.79,Burgers,NA
Thailand,Shrimp Cocktail Burger Single Set,4.66,Burgers,NA
Thailand,Shrimp Cocktail Burger set free Filet O Fish,6.78,Burgers,NA
Thailand,Shrimp Cocktail Combo Set,8.79,Burgers,NA
Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,4.82,Burgers,NA
Thailand,Triple Beef Cheeseburger (Beef) Set,6.89,Burgers,NA
Thailand,Double Cheeseburger (Beef) A-la-carte,3.72,Burgers,NA
Thailand,Double Cheeseburger (Beef) Set,5.79,Burgers,NA
Thailand,Cheeseburger (Beef) A-la-carte,2.34,Burgers,NA
Thailand,Cheeseburger (Beef) Set,4.41,Burgers,NA
Thailand,Big Mac (Beef) A-la-carte,4,Burgers,NA
Thailand,Big Mac (Beef) Set,6.48,Burgers,NA
Thailand,Double Big Mac (Beef) A-la-carte,5.37,Burgers,NA
Thailand,Double Big Mac (Beef) Set,7.85,Burgers,NA
Thailand,Filet-O-Fish (Fish) A-la-carte,2.89,Burgers,NA
Thailand,Filet-O-Fish (Fish) Set,4.96,Burgers,NA
Thailand,Double Filet-O-Fish (Fish) A-la-carte,4,Burgers,NA
Thailand,Double Filet-O-Fish (Fish) Set,6.06,Burgers,NA
Thailand,Samurai Pork Burger (Pork) A-la-carte,2.89,Burgers,NA
Thailand,Samurai Pork Burger (Pork) Set,4.96,Burgers,NA
Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,2.89,Burgers,NA
Thailand,McChicken (Chicken) Bigger than ever 50% Set,4.96,Burgers,NA
Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,3.28,Burgers,NA
Thailand,McSpicy Chicken Burger (Chicken) Set,5.35,Burgers,NA
Thailand,Pepper Chicken Burger (Chicken),1.35,Burgers,NA
Thailand,Hamburger (Beef),1.35,Burgers,NA
Thailand,Pork Burger (Pork),1.35,Burgers,NA
Thailand,McFried Chicken,2.45,McFried Chicken & Rice,NA
Thailand,McFried Chicken Super Max Set,8.79,McFried Chicken & Rice,NA
Thailand,Chicken Bites,1.63,McFried Chicken & Rice,NA
Thailand,Party Snack Set 2 (New),6.03,McFried Chicken & Rice,NA
Thailand,Snack Party Set 2,6.03,McFried Chicken & Rice,NA
Thailand,McFried Chicken Max Family Set,11.55,McFried Chicken & Rice,NA
Thailand,New Sharing Box Set,3.28,McFried Chicken & Rice,NA
Thailand,1 pc. McFried Chicken (Original/Spicy),1.24,McFried Chicken & Rice,NA
Thailand,McFried Chicken Super Value Set,3,McFried Chicken & Rice,NA
Thailand,McFried Chicken Set,4.55,McFried Chicken & Rice,NA
Thailand,McFried Chicken Value Set,4.11,McFried Chicken & Rice,NA
Thailand,3 pc. Chic Stick (Chicken),1.98,McFried Chicken & Rice,NA
Thailand,Spicy McNuggets 6 pcs A-la-carte,2.18,Snack & Desserts,NA
Thailand,Spicy McNuggets 6 pcs Set,4.13,Snack & Desserts,NA
Thailand,Spicy McNuggets 10 pcs A-la-carte,3.55,Snack & Desserts,NA
Thailand,Spicy McNuggets 10 pcs Set,5.4,Snack & Desserts,NA
Thailand,McNuggets Combo Set 12 pcs,5.1,Snack & Desserts,NA
Thailand,McFlurry made with KITKAT,1.63,Snack & Desserts,NA
Thailand,French Fries,2.34,Snack & Desserts,NA
Thailand,Chocolate Pie made with KITKAT,1.24,Snack & Desserts,NA
Thailand,6 pc. McNuggets (Chicken) A-la-carte,2.18,Snack & Desserts,NA
Thailand,6 pc. McNuggets (Chicken) Set,4.13,Snack & Desserts,NA
Thailand,10 pc. McNuggets (Chicken) A-la-carte,3.55,Snack & Desserts,NA
Thailand,10 pc. McNuggets (Chicken) Set,5.4,Snack & Desserts,NA
Thailand,Cheese Stick,2.07,Snack & Desserts,NA
Thailand,3 pcs. McPatongko with Condensed Milk Dip,1.24,Snack & Desserts,NA
Thailand,5 pcs. McPatongko Set,1.9,Snack & Desserts,NA
Thailand,McFlurry Oreo,1.63,Snack & Desserts,NA
Thailand,Chocolate Sundae,1.07,Snack & Desserts,NA
Thailand,Strawberry Sundae,1.07,Snack & Desserts,NA
Thailand,Corn Pie,0.96,Snack & Desserts,NA
Thailand,Pineapple Pie,0.96,Snack & Desserts,NA
Thailand,Cheese Dip,0.69,Snack & Desserts,NA
Thailand,Condensed Milk Dip,0.33,Snack & Desserts,NA
Thailand,Sharing Box (Chic Stick),3.28,Snack & Desserts,NA
Thailand,Snack Party Set 1,5.21,Snack & Desserts,NA
Thailand,Coke No Sugar,1.71,Beverages,NA
Thailand,Fanta Strawberry,1.71,Beverages,NA
Thailand,Coke,1.71,Beverages,NA
Thailand,Sprite No Sugar,1.71,Beverages,NA
Thailand,Hot Americano 8 oz.,1.79,Beverages,NA
Thailand,Hot Latte 8 oz.,1.79,Beverages,NA
Thailand,Iced Ovaltine,1.52,Beverages,NA
Thailand,Iced Milk Tea,1.24,Beverages,NA
Thailand,Iced Lemon Tea,1.52,Beverages,NA
Thailand,Water 600 ml.,0.55,Beverages,NA
Thailand,Black Choc Drizzle Mini Donut,1.16,McCafe,NA
Thailand,Choc Mini Donut,1.16,McCafe,NA
Thailand,Sugar Mini Donut,1.16,McCafe,NA
Thailand,White Choc Drizzle Mini Donut,1.16,McCafe,NA
Thailand,Chocolate Brownie,1.79,McCafe,NA
Thailand,Plain Croissant,2.07,McCafe,NA
Thailand,Hot Cappuccino,2.34,McCafe,NA
Thailand,Hot Caramel Macchiato,2.62,McCafe,NA
Thailand,Hot Caffe Mocha,2.62,McCafe,NA
Thailand,Hot Early Grey Tea,1.65,McCafe,NA
Thailand,Hot English Breakfast Tea,1.93,McCafe,NA
Thailand,Hot Green Tea,2.62,McCafe,NA
Thailand,Hot Chocolate,2.62,McCafe,NA
Thailand,Hot Caffe Latte,2.34,McCafe,NA
Thailand,Iced Chocolate,2.34,McCafe,NA
Thailand,Iced Americano,1.79,McCafe,NA
Thailand,Iced Green Tea,3.58,McCafe,NA
Thailand,Iced Cappuccino,3.31,McCafe,NA
Thailand,Iced Caramel Macchiato,3.58,McCafe,NA
Thailand,Iced Caffe Mocha,3.58,McCafe,NA
Thailand,Chocolate Cream Frappe,3.86,McCafe,NA
Thailand,Mocha Frappe,3.86,McCafe,NA
Thailand,Caramel Frappe,3.86,McCafe,NA
Thailand,Green Tea Cream Frappe,3.86,McCafe,NA
Thailand,Caramel Cream Frappe,3.86,McCafe,NA
Thailand,Coffee Frappe,3.86,McCafe,NA
Thailand,Pork Burger Set,3.28,Happy Meal,NA
Thailand,Hamburger (Beef) Set,3.28,Happy Meal,NA
Thailand,Pepper Chicken Burger Set (Chicken),3.28,Happy Meal,NA
Thailand,McNuggets (Chicken) Set,3.28,Happy Meal,NA
Thailand,Chic Stick (Chicken) Set,3.28,Happy Meal,NA
Singapore,Ninja Chicken Meal,4.74,Promotion Meals,Regular Menu
Singapore,2x Value Meal: 2 Ninja Chicken LEVM,11.09,Promotion Meals,Regular Menu
Singapore,2x Value Meal: 2 Samurai Beef LEVM,16.13,Promotion Meals,Regular Menu
Singapore,Samurai Beef Special,8.39,Promotion Meals,Regular Menu
Singapore,Seaweed McShaker Fries (L),3.54,Promotion Meals,Regular Menu
Singapore,White Peach Yoghurt Pie,1.61,Promotion Meals,Regular Menu
Singapore,Happy Sharing Box B + 2pc Chicken McCrispy (Spicy),11.64,Promotion Meals,Regular Menu
Singapore,Happy Sharing Box B + 2pc Chicken McCrispy (Honey Soy),11.64,Promotion Meals,Regular Menu
Singapore,6pc McCrispy® Spicy Meal Value Bundle,16.6,Chicken McCrispy®,Regular Menu
Singapore,Chicken McCrispy® (2pc) Spicy Extra Value Meal,7.08,Chicken McCrispy®,Regular Menu
Singapore,6pc McCrispy® Honey Soy Value Bundle,16.6,Chicken McCrispy®,Regular Menu
Singapore,2pc McCrispy® Honey Soy Extra Value Meal,7.08,Chicken McCrispy®,Regular Menu
Singapore,Happy Sharing Box B + 2pc Chicken McCrispy (Spicy),11.64,Chicken McCrispy®,Regular Menu
Singapore,Happy Sharing Box B + 2pc Chicken McCrispy (Honey Soy),11.64,Chicken McCrispy®,Regular Menu
Singapore,6pc McCrispy® Spicy Meal Value Bundle,16.6,Sharing,Regular Menu
Singapore,Chicken McCrispy® Spicy (6pc),14.08,Sharing,Regular Menu
Singapore,6pc McCrispy® Honey Soy Value Bundle,16.6,Sharing,Regular Menu
Singapore,Chicken McCrispy® Honey Soy (6pc),14.08,Sharing,Regular Menu
Singapore,Happy Sharing Box B + 2pc Chicken McCrispy (Spicy),11.64,Sharing,Regular Menu
Singapore,Happy Sharing Box B + 2pc Chicken McCrispy (Honey Soy),11.64,Sharing,Regular Menu
Singapore,Happy Sharing Box A Chicken McNuggets® (12pc) + McWings® (8pc),11.93,Sharing,Regular Menu
Singapore,Happy Sharing Box B Chicken McNuggets® (6pc) + McWings® (4pc),7.44,Sharing,Regular Menu
Singapore,Chicken McNuggets® (20pc),10.58,Sharing,Regular Menu
Singapore,McWings® 4pc,4.63,Sharing,Regular Menu
